course_id,user_id,role,section_id,status
09BUSA_t4_2016,105280,student,,active
09ENGD_t4_2016,105280,student,,active
09ICTB_t4_2016,105280,student,,active
09MATC_t4_2016,105280,student,,active
09REB_t4_2016,105280,student,,active
09SCI_COMBINED_T4,105280,student,09SCID_t4_2016,active
09VARB_t4_2016,105280,student,,active
GP-09SELB_t4_2016,105280,student,,active
08DANB_t4_2016,109013,student,,active
08ENGE_t4_2016,109013,student,,active
08HPE_COMBINED_T4,109013,student,08HPEB_t4_2016,active
08HUM_COMBINED_T4,109013,student,08HUMA_t4_2016,active
08MATD_t4_2016,109013,student,,active
08REB_t4_2016,109013,student,,active
08SCI_COMBINED_T4,109013,student,08SCIE_t4_2016,active
GP-08SELB_t4_2016,109013,student,,active
09DRAA_t4_2016,106110,student,,active
09ENGA_t4_2016,106110,student,,active
09HPE_COMBINED_T4,106110,student,09HPEC_t4_2016,active
09ICTB_t4_2016,106110,student,,active
09MATA_t4_2016,106110,student,,active
09REB_t4_2016,106110,student,,active
09SCI_COMBINED_T4,106110,student,09SCIB_t4_2016,active
GP-09SELB_t4_2016,106110,student,,active
11DRA5A_t4_2016,103579,student,,active
11ENG4A_t4_2016,103579,student,,active
11MAA2B_t4_2016,103579,student,,active
11PDA_t4_2016,103579,student,,active
11PE_COMBINED_T4,103579,student,11PE3A_t4_2016,active
11RAE1A_t4_2016,103579,student,,active
11SCI21_COMBINED_T4,103579,student,11SCI217B_t4_2016,active
11SIS313C36A_t4_2016,103579,student,,active
12ENG4B_t4_2016,103608,student,,active
12GEO7A_t4_2016,103608,student,,active
12MAA_COMBINED_T4,103608,student,12MAA2A_t4_2016,active
12PD8A_t4_2016,103608,student,,active
12PE5A_t4_2016,103608,student,,active
12RAE1A_t4_2016,103608,student,,active
12SCI21_COMBINED_T4,103608,student,12SCI216A_t4_2016,active
12SIS310C_COMBINED_T4,103608,student,12SIS310C33A_t4_2016,active
09BUSA_t4_2016,105940,student,,active
09ENGA_t4_2016,105940,student,,active
09ICTB_t4_2016,105940,student,,active
09MATB_t4_2016,105940,student,,active
09REC_t4_2016,105940,student,,active
09SCI_COMBINED_T4,105940,student,09SCIA_t4_2016,active
09VARB_t4_2016,105940,student,,active
GP-09SELC_t4_2016,105940,student,,active
08ENGA_t4_2016,104894,student,,active
08HPE_COMBINED_T4,104894,student,08HPED_t4_2016,active
08HUM_COMBINED_T4,104894,student,08HUMC_t4_2016,active
08MATD_t4_2016,104894,student,,active
08RED_t4_2016,104894,student,,active
08SCI_COMBINED_T4,104894,student,08SCIA_t4_2016,active
08VARD_t4_2016,104894,student,,active
GP-08SELD_t4_2016,104894,student,,active
09ENGB_t4_2016,109414,student,,active
09HISD_t4_2016,109414,student,,active
09JAPA_t4_2016,109414,student,,active
09MATC_t4_2016,109414,student,,active
09REB_t4_2016,109414,student,,active
09SCI_COMBINED_T4,109414,student,09SCIB_t4_2016,active
09VARB_t4_2016,109414,student,,active
GP-09SELB_t4_2016,109414,student,,active
09ENGC_t4_2016,109794,student,,active
09GEOA_t4_2016,109794,student,,active
09HISD_t4_2016,109794,student,,active
09ITLA_t4_2016,109794,student,,active
09MATD_t4_2016,109794,student,,active
09REB_t4_2016,109794,student,,active
09SCI_COMBINED_T4,109794,student,09SCIC_t4_2016,active
GP-09SELB_t4_2016,109794,student,,active
09ENGA_t4_2016,104565,student,,active
09HISD_t4_2016,104565,student,,active
09JAPA_t4_2016,104565,student,,active
09MATA_t4_2016,104565,student,,active
09REB_t4_2016,104565,student,,active
09SCI_COMBINED_T4,104565,student,09SCIA_t4_2016,active
09VARB_t4_2016,104565,student,,active
GP-09SELB_t4_2016,104565,student,,active
12CRA4A_t4_2016,103630,student,,active
12ENG3A_t4_2016,103630,student,,active
12ITS7A_t4_2016,103630,student,,active
12MAB2B_t4_2016,103630,student,,active
12MUS5A_t4_2016,103630,student,,active
12PD8A_t4_2016,103630,student,,active
12RAE1A_t4_2016,103630,student,,active
12VAR6B_t4_2016,103630,student,,active
10CHED_t4_2016,103365,student,,active
10DANA_t4_2016,103365,student,,active
10ENGC_t4_2016,103365,student,,active
10HPE_COMBINED_T4,103365,student,10HPEC2B_t4_2016,active
10MATD_t4_2016,103365,student,,active
10REC_t4_2016,103365,student,,active
10VARC2A_t4_2016,103365,student,,active
10SEL_COMBINED_T4,103365,student,GP-10SELC_t4_2016,active
10DRAB_t4_2016,103588,student,,active
10ENGC_t4_2016,103588,student,,active
10HPE_COMBINED_T4,103588,student,10HPED_t4_2016,active
10JAPC2A_t4_2016,103588,student,,active
10MATA_t4_2016,103588,student,,active
10PHYD_t4_2016,103588,student,,active
10REB_t4_2016,103588,student,,active
10SEL_COMBINED_T4,103588,student,GP-10SELB_t4_2016,active
10BUSB_t4_2016,103604,student,,active
10DRAB_t4_2016,103604,student,,active
10ENGC_t4_2016,103604,student,,active
10HISD_t4_2016,103604,student,,active
10ISCID_t4_2016,103604,student,,active
10MATB_t4_2016,103604,student,,active
10REC_t4_2016,103604,student,,active
10SEL_COMBINED_T4,103604,student,GP-10SELC_t4_2016,active
12CHE_COMBINED_T4,103352,student,12CHE4A_t4_2016,active
12ENG7E_t4_2016,103352,student,,active
12MAB2A_t4_2016,103352,student,,active
12MAC5A_t4_2016,103352,student,,active
12PD8B_t4_2016,103352,student,,active
12PE6B_t4_2016,103352,student,,active
12SOR3A_t4_2016,103352,student,,active
08ENGC_t4_2016,109166,student,,active
08HPE_COMBINED_T4,109166,student,08HPED_t4_2016,active
08HUM_COMBINED_T4,109166,student,08HUMA_t4_2016,active
08MATE_t4_2016,109166,student,,active
08MUSD_t4_2016,109166,student,,active
08RED_t4_2016,109166,student,,active
08SCI_COMBINED_T4,109166,student,08SCIC_t4_2016,active
GP-08SELD_t4_2016,109166,student,,active
12DRA6A_t4_2016,103485,student,,active
12ENG4B_t4_2016,103485,student,,active
12LST_COMBINED_T4,103485,student,12LST3A_t4_2016,active
12MAA_COMBINED_T4,103485,student,12MAA2B_t4_2016,active
12PD8B_t4_2016,103485,student,,active
12RAE1B_t4_2016,103485,student,,active
12VAR5A_t4_2016,103485,student,,active
12ENG5C_t4_2016,103621,student,,active
12MAA_COMBINED_T4,103621,student,12MAA2B_t4_2016,active
12PD8D_t4_2016,103621,student,,active
12SCI21_COMBINED_T4,103621,student,12SCI217B_t4_2016,active
12SOR3A_t4_2016,103621,student,,active
12VAR6B_t4_2016,103621,student,,active
10ENGC_t4_2016,103311,student,,active
10FTECB_t4_2016,103311,student,,active
10HPE_COMBINED_T4,103311,student,10HPEE_t4_2016,active
10MATB_t4_2016,103311,student,,active
10PHYD_t4_2016,103311,student,,active
10REA_t4_2016,103311,student,,active
10TEXB_t4_2016,103311,student,,active
10SEL_COMBINED_T4,103311,student,GP-10SELA_t4_2016,active
12CRA4A_t4_2016,103643,student,,active
12ENG3A_t4_2016,103643,student,,active
12MAA_COMBINED_T4,103643,student,12MAA2B_t4_2016,active
12MHIS7A_t4_2016,103643,student,,active
12PD8D_t4_2016,103643,student,,active
12RAE1D_t4_2016,103643,student,,active
12SCI21_COMBINED_T4,103643,student,12SCI216A_t4_2016,active
12VAR5A_t4_2016,103643,student,,active
11ACC_COMBINED_T4,103502,student,11ACC7B_t4_2016,active
11ENG5B_t4_2016,103502,student,,active
11HEC4A_t4_2016,103502,student,,active
11ITS3A_t4_2016,103502,student,,active
11MAA2B_t4_2016,103502,student,,active
11PDB_t4_2016,103502,student,,active
11RAE1B_t4_2016,103502,student,,active
11SCI21_COMBINED_T4,103502,student,11SCI216A_t4_2016,active
10CHED_t4_2016,103738,student,,active
10DANA_t4_2016,103738,student,,active
10ENGD_t4_2016,103738,student,,active
10HISE_t4_2016,103738,student,,active
10HPE_COMBINED_T4,103738,student,10HPEC2B_t4_2016,active
10MATB_t4_2016,103738,student,,active
10REB_t4_2016,103738,student,,active
10SEL_COMBINED_T4,103738,student,GP-10SELB_t4_2016,active
12BIO_COMBINED_T4,103510,student,12BIO6B_t4_2016,active
12ENG5C_t4_2016,103510,student,,active
12LST_COMBINED_T4,103510,student,12LST4B_t4_2016,active
12MAA_COMBINED_T4,103510,student,12MAA2A_t4_2016,active
12PD8B_t4_2016,103510,student,,active
12SCI21_COMBINED_T4,103510,student,12SCI217B_t4_2016,active
12SOR3A_t4_2016,103510,student,,active
07ENGD_t4_2016,104297,student,,active
07HUMD_t4_2016,104297,student,,active
07ICTC_t4_2016,104297,student,,active
07MATC_t4_2016,104297,student,,active
07MUSC_t4_2016,104297,student,,active
07REC_t4_2016,104297,student,,active
07SCI_COMBINED_T4,104297,student,07SCID_t4_2016,active
GP-07SELC_t4_2016,104297,student,,active
07ENGD_t4_2016,110129,student,,active
07HUMD_t4_2016,110129,student,,active
07ICTC_t4_2016,110129,student,,active
07MATD_t4_2016,110129,student,,active
07MUSC_t4_2016,110129,student,,active
07REC_t4_2016,110129,student,,active
07SCI_COMBINED_T4,110129,student,07SCID_t4_2016,active
GP-07SELC_t4_2016,110129,student,,active
12ENG4B_t4_2016,103265,student,,active
12ITS7A_t4_2016,103265,student,,active
12MAA_COMBINED_T4,103265,student,12MAA2A_t4_2016,active
12PD8B_t4_2016,103265,student,,active
12RAE1B_t4_2016,103265,student,,active
12SCI21_COMBINED_T4,103265,student,12SCI216A_t4_2016,active
12SIS310C_COMBINED_T4,103265,student,12SIS310C33A_t4_2016,active
12VAR5A_t4_2016,103265,student,,active
09BUSA_t4_2016,106095,student,,active
09ENGA_t4_2016,106095,student,,active
09GEOA_t4_2016,106095,student,,active
09JAPA_t4_2016,106095,student,,active
09MATD_t4_2016,106095,student,,active
09REA_t4_2016,106095,student,,active
09SCI_COMBINED_T4,106095,student,09SCIA_t4_2016,active
GP-09SELA_t4_2016,106095,student,,active
07DAND_t4_2016,108205,student,,active
07ENGD_t4_2016,108205,student,,active
07HUMD_t4_2016,108205,student,,active
07JAPD_t4_2016,108205,student,,active
07MATD_t4_2016,108205,student,,active
07RED_t4_2016,108205,student,,active
07SCI_COMBINED_T4,108205,student,07SCID_t4_2016,active
GP-07SELD_t4_2016,108205,student,,active
11CHE_COMBINED_T4,103670,student,11CHE4A_t4_2016,active
11ENG5B_t4_2016,103670,student,,active
11MAB2B_t4_2016,103670,student,,active
11MHIS6B_t4_2016,103670,student,,active
11PDB_t4_2016,103670,student,,active
12ENG4B_t4_2016,103567,student,,active
12ITS7A_t4_2016,103567,student,,active
12MAA_COMBINED_T4,103567,student,12MAA2A_t4_2016,active
12PD8D_t4_2016,103567,student,,active
12PE5A_t4_2016,103567,student,,active
12RAE1D_t4_2016,103567,student,,active
12SCI21_COMBINED_T4,103567,student,12SCI216A_t4_2016,active
12SIS310C_COMBINED_T4,103567,student,12SIS310C33A_t4_2016,active
09BUSB_t4_2016,113726,student,,active
09ENGC_t4_2016,113726,student,,active
09HISD_t4_2016,113726,student,,active
09ICTB_t4_2016,113726,student,,active
09MATC_t4_2016,113726,student,,active
09RED_t4_2016,113726,student,,active
09SCI_COMBINED_T4,113726,student,09SCIC_t4_2016,active
GP-09SELD_t4_2016,113726,student,,active
11ECOM5A_t4_2016,103332,student,,active
11ITS3A_t4_2016,103332,student,,active
11MAA2A_t4_2016,103332,student,,active
11PDC_t4_2016,103332,student,,active
11RAE1C_t4_2016,103332,student,,active
11SCI21_COMBINED_T4,103332,student,11SCI217B_t4_2016,active
11VAR4A_t4_2016,103332,student,,active
09BUSB_t4_2016,113409,student,,active
09DRAA_t4_2016,113409,student,,active
09ENGD_t4_2016,113409,student,,active
09HPE_COMBINED_T4,113409,student,09HPED_t4_2016,active
09MATC_t4_2016,113409,student,,active
09REC_t4_2016,113409,student,,active
09SCI_COMBINED_T4,113409,student,09SCID_t4_2016,active
GP-09SELC_t4_2016,113409,student,,active
07ENGB_t4_2016,108115,student,,active
07HUMB_t4_2016,108115,student,,active
07ICTC_t4_2016,108115,student,,active
07MATB_t4_2016,108115,student,,active
07REC_t4_2016,108115,student,,active
07SCI_COMBINED_T4,108115,student,07SCIB_t4_2016,active
07VARC_t4_2016,108115,student,,active
GP-07SELC_t4_2016,108115,student,,active
07DRAD_t4_2016,109394,student,,active
07ENGB_t4_2016,109394,student,,active
07HUMB_t4_2016,109394,student,,active
07JAPD_t4_2016,109394,student,,active
07MATB_t4_2016,109394,student,,active
07RED_t4_2016,109394,student,,active
07SCI_COMBINED_T4,109394,student,07SCIB_t4_2016,active
GP-07SELD_t4_2016,109394,student,,active
11BIO_COMBINED_T4,113412,student,11BIO5A_t4_2016,active
11ENG4A_t4_2016,113412,student,,active
11MAA2B_t4_2016,113412,student,,active
11PDB_t4_2016,113412,student,,active
11SCI21_COMBINED_T4,113412,student,11SCI217B_t4_2016,active
11SIS313C36A_t4_2016,113412,student,,active
11SOR3A_t4_2016,113412,student,,active
12ENG4B_t4_2016,103568,student,,active
12MAA_COMBINED_T4,103568,student,12MAA2B_t4_2016,active
12PD8A_t4_2016,103568,student,,active
12PE6B_t4_2016,103568,student,,active
12RAE1A_t4_2016,103568,student,,active
12SCI21_COMBINED_T4,103568,student,12SCI217B_t4_2016,active
12SIS310C_COMBINED_T4,103568,student,12SIS310C33A_t4_2016,active
12VAR5A_t4_2016,103568,student,,active
08ENGB_t4_2016,105297,student,,active
08HPE_COMBINED_T4,105297,student,08HPED_t4_2016,active
08MUSD_t4_2016,105297,student,,active
08NUMA_t4_2016,105297,student,,active
08RED_t4_2016,105297,student,,active
08SCI_COMBINED_T4,105297,student,08SCIB_t4_2016,active
GP-08SELD_t4_2016,105297,student,,active
08DTFA_t4_2016,109130,student,,active
08ENGA_t4_2016,109130,student,,active
08HUM_COMBINED_T4,109130,student,08HUMC_t4_2016,active
08JAPA_t4_2016,109130,student,,active
08MATC_t4_2016,109130,student,,active
08REA_t4_2016,109130,student,,active
08SCI_COMBINED_T4,109130,student,08SCIA_t4_2016,active
GP-08SELA_t4_2016,109130,student,,active
11ACC_COMBINED_T4,103434,student,11ACC5A_t4_2016,active
11BIO_COMBINED_T4,103434,student,11BIO6B_t4_2016,active
11CHE_COMBINED_T4,103434,student,11CHE7B_t4_2016,active
11ENG4A_t4_2016,103434,student,,active
11ITS3A_t4_2016,103434,student,,active
11MAA2A_t4_2016,103434,student,,active
11PDC_t4_2016,103434,student,,active
11RAE1C_t4_2016,103434,student,,active
08ENGC_t4_2016,106172,student,,active
08HUM_COMBINED_T4,106172,student,08HUME_t4_2016,active
08ITDA_t4_2016,106172,student,,active
08JAPA_t4_2016,106172,student,,active
08MATD_t4_2016,106172,student,,active
08REA_t4_2016,106172,student,,active
08SCI_COMBINED_T4,106172,student,08SCIC_t4_2016,active
GP-08SELA_t4_2016,106172,student,,active
12ACC_COMBINED_T4,111655,student,12ACC5B_t4_2016,active
12BIO_COMBINED_T4,111655,student,12BIO6B_t4_2016,active
12ENG4B_t4_2016,111655,student,,active
12GEO7A_t4_2016,111655,student,,active
12MAB2A_t4_2016,111655,student,,active
12PD8D_t4_2016,111655,student,,active
12SOR3A_t4_2016,111655,student,,active
08DRAB_t4_2016,105357,student,,active
08ENGC_t4_2016,105357,student,,active
08HPE_COMBINED_T4,105357,student,08HPEB_t4_2016,active
08HUM_COMBINED_T4,105357,student,08HUMB_t4_2016,active
08MATE_t4_2016,105357,student,,active
08REB_t4_2016,105357,student,,active
08SCI_COMBINED_T4,105357,student,08SCIC_t4_2016,active
GP-08SELB_t4_2016,105357,student,,active
11ACC_COMBINED_T4,103758,student,11ACC5A_t4_2016,active
11ENG3A_t4_2016,103758,student,,active
11GEO6A_t4_2016,103758,student,,active
11MAA2A_t4_2016,103758,student,,active
11PDD_t4_2016,103758,student,,active
11RAE1D_t4_2016,103758,student,,active
11SCI21_COMBINED_T4,103758,student,11SCI217B_t4_2016,active
11VAR4A_t4_2016,103758,student,,active
09ENGD_t4_2016,105647,student,,active
09FTECB_t4_2016,105647,student,,active
09HPE_COMBINED_T4,105647,student,09HPEC_t4_2016,active
09ITLA_t4_2016,105647,student,,active
09MATC_t4_2016,105647,student,,active
09REC_t4_2016,105647,student,,active
09SCI_COMBINED_T4,105647,student,09SCID_t4_2016,active
GP-09SELC_t4_2016,105647,student,,active
08DRAB_t4_2016,105894,student,,active
08ENGE_t4_2016,105894,student,,active
08HPE_COMBINED_T4,105894,student,08HPEB_t4_2016,active
08HUM_COMBINED_T4,105894,student,08HUMC_t4_2016,active
08MATC_t4_2016,105894,student,,active
08REB_t4_2016,105894,student,,active
08SCI_COMBINED_T4,105894,student,08SCIE_t4_2016,active
GP-08SELB_t4_2016,105894,student,,active
07ENGD_t4_2016,109763,student,,active
07HPEA_t4_2016,109763,student,,active
07HUMD_t4_2016,109763,student,,active
07ITLA_t4_2016,109763,student,,active
07MATE_t4_2016,109763,student,,active
07REA_t4_2016,109763,student,,active
07SCI_COMBINED_T4,109763,student,07SCID_t4_2016,active
GP-07SELA_t4_2016,109763,student,,active
07DRAD_t4_2016,104661,student,,active
07ENGD_t4_2016,104661,student,,active
07HUMD_t4_2016,104661,student,,active
07JAPD_t4_2016,104661,student,,active
07MATE_t4_2016,104661,student,,active
07RED_t4_2016,104661,student,,active
07SCI_COMBINED_T4,104661,student,07SCID_t4_2016,active
GP-07SELD_t4_2016,104661,student,,active
11BIO_COMBINED_T4,103580,student,11BIO5A_t4_2016,active
11DAN7A_t4_2016,103580,student,,active
11ENG4A_t4_2016,103580,student,,active
11MAA2A_t4_2016,103580,student,,active
11PDD_t4_2016,103580,student,,active
11PE_COMBINED_T4,103580,student,11PE3A_t4_2016,active
11RAE1D_t4_2016,103580,student,,active
11SIS313C36A_t4_2016,103580,student,,active
11ACC_COMBINED_T4,103687,student,11ACC7B_t4_2016,active
11BIO_COMBINED_T4,103687,student,11BIO5A_t4_2016,active
11CHE_COMBINED_T4,103687,student,11CHE4A_t4_2016,active
11ENG3A_t4_2016,103687,student,,active
11MAB2A_t4_2016,103687,student,,active
11MHIS6B_t4_2016,103687,student,,active
11PDB_t4_2016,103687,student,,active
11RAE1B_t4_2016,103687,student,,active
09BUSB_t4_2016,103823,student,,active
09ENGC_t4_2016,103823,student,,active
09FTECB_t4_2016,103823,student,,active
09ICTB_t4_2016,103823,student,,active
09MATD_t4_2016,103823,student,,active
09REB_t4_2016,103823,student,,active
09SCI_COMBINED_T4,103823,student,09SCIC_t4_2016,active
GP-09SELB_t4_2016,103823,student,,active
08ENGE_t4_2016,104644,student,,active
08HPE_COMBINED_T4,104644,student,08HPED_t4_2016,active
08HUM_COMBINED_T4,104644,student,08HUMA_t4_2016,active
08MATA_t4_2016,104644,student,,active
08RED_t4_2016,104644,student,,active
08SCI_COMBINED_T4,104644,student,08SCIE_t4_2016,active
08VARD_t4_2016,104644,student,,active
GP-08SELD_t4_2016,104644,student,,active
09BUSA_t4_2016,106122,student,,active
09ENGC_t4_2016,106122,student,,active
09HPE_COMBINED_T4,106122,student,09HPEC_t4_2016,active
09ICTB_t4_2016,106122,student,,active
09MATD_t4_2016,106122,student,,active
09REB_t4_2016,106122,student,,active
09SCI_COMBINED_T4,106122,student,09SCIC_t4_2016,active
GP-09SELB_t4_2016,106122,student,,active
11BIO_COMBINED_T4,103555,student,11BIO6B_t4_2016,active
11CHE_COMBINED_T4,103555,student,11CHE7B_t4_2016,active
11ENG3A_t4_2016,103555,student,,active
11MAB2C_t4_2016,103555,student,,active
11PDA_t4_2016,103555,student,,active
11PE_COMBINED_T4,103555,student,11PE5B_t4_2016,active
11RAE1A_t4_2016,103555,student,,active
11VAR4A_t4_2016,103555,student,,active
09ENGB_t4_2016,113105,student,,active
09FTECB_t4_2016,113105,student,,active
09HPE_COMBINED_T4,113105,student,09HPED_t4_2016,active
09MATD_t4_2016,113105,student,,active
09REB_t4_2016,113105,student,,active
09SCI_COMBINED_T4,113105,student,09SCIB_t4_2016,active
09VARB_t4_2016,113105,student,,active
GP-09SELB_t4_2016,113105,student,,active
10CHED_t4_2016,103457,student,,active
10ENGC_t4_2016,103457,student,,active
10HISD_t4_2016,103457,student,,active
10ITLC2A_t4_2016,103457,student,,active
10MATE_t4_2016,103457,student,,active
10MUSC2A_t4_2016,103457,student,,active
10REB_t4_2016,103457,student,,active
10SEL_COMBINED_T4,103457,student,GP-10SELB_t4_2016,active
09BUSB_t4_2016,104262,student,,active
09DRAA_t4_2016,104262,student,,active
09ENGD_t4_2016,104262,student,,active
09ITLA_t4_2016,104262,student,,active
09MATA_t4_2016,104262,student,,active
09RED_t4_2016,104262,student,,active
09SCI_COMBINED_T4,104262,student,09SCID_t4_2016,active
GP-09SELD_t4_2016,104262,student,,active
08ENGD_t4_2016,105889,student,,active
08HUM_COMBINED_T4,105889,student,08HUMD_t4_2016,active
08ICTC_t4_2016,105889,student,,active
08ITLC_t4_2016,105889,student,,active
08MATC_t4_2016,105889,student,,active
08REC_t4_2016,105889,student,,active
08SCI_COMBINED_T4,105889,student,08SCID_t4_2016,active
GP-08SELC_t4_2016,105889,student,,active
08ENGD_t4_2016,108140,student,,active
08HPE_COMBINED_T4,108140,student,08HPED_t4_2016,active
08HUM_COMBINED_T4,108140,student,08HUMB_t4_2016,active
08MATD_t4_2016,108140,student,,active
08RED_t4_2016,108140,student,,active
08SCI_COMBINED_T4,108140,student,08SCID_t4_2016,active
08VARD_t4_2016,108140,student,,active
GP-08SELD_t4_2016,108140,student,,active
07DAND_t4_2016,108907,student,,active
07ENGA_t4_2016,108907,student,,active
07HUMA_t4_2016,108907,student,,active
07JAPD_t4_2016,108907,student,,active
07MATA_t4_2016,108907,student,,active
07RED_t4_2016,108907,student,,active
07SCI_COMBINED_T4,108907,student,07SCIA_t4_2016,active
GP-07SELD_t4_2016,108907,student,,active
12ACC_COMBINED_T4,103797,student,12ACC5B_t4_2016,active
12ENG6D_t4_2016,103797,student,,active
12LST_COMBINED_T4,103797,student,12LST4B_t4_2016,active
12MAA_COMBINED_T4,103797,student,12MAA2B_t4_2016,active
12PD8D_t4_2016,103797,student,,active
12RAE1D_t4_2016,103797,student,,active
12SCI21_COMBINED_T4,103797,student,12SCI217B_t4_2016,active
12SIS310C_COMBINED_T4,103797,student,12SIS310C33A_t4_2016,active
08DRAB_t4_2016,109176,student,,active
08ENGA_t4_2016,109176,student,,active
08HPE_COMBINED_T4,109176,student,08HPEB_t4_2016,active
08HUM_COMBINED_T4,109176,student,08HUME_t4_2016,active
08MATD_t4_2016,109176,student,,active
08REB_t4_2016,109176,student,,active
08SCI_COMBINED_T4,109176,student,08SCIA_t4_2016,active
GP-08SELB_t4_2016,109176,student,,active
07ENGD_t4_2016,108568,student,,active
07FTECB_t4_2016,108568,student,,active
07HPEB_t4_2016,108568,student,,active
07HUMD_t4_2016,108568,student,,active
07MATC_t4_2016,108568,student,,active
07REB_t4_2016,108568,student,,active
07SCI_COMBINED_T4,108568,student,07SCID_t4_2016,active
GP-07SELB_t4_2016,108568,student,,active
08DTFA_t4_2016,109477,student,,active
08ENGE_t4_2016,109477,student,,active
08HUM_COMBINED_T4,109477,student,08HUMC_t4_2016,active
08JAPA_t4_2016,109477,student,,active
08MATD_t4_2016,109477,student,,active
08REA_t4_2016,109477,student,,active
08SCI_COMBINED_T4,109477,student,08SCIE_t4_2016,active
GP-08SELA_t4_2016,109477,student,,active
07ENGB_t4_2016,108894,student,,active
07FTECB_t4_2016,108894,student,,active
07HPEB_t4_2016,108894,student,,active
07HUMB_t4_2016,108894,student,,active
07MATB_t4_2016,108894,student,,active
07REB_t4_2016,108894,student,,active
07SCI_COMBINED_T4,108894,student,07SCIB_t4_2016,active
GP-07SELB_t4_2016,108894,student,,active
09ENGD_t4_2016,104774,student,,active
09HISD_t4_2016,104774,student,,active
09ITLA_t4_2016,104774,student,,active
09MATA_t4_2016,104774,student,,active
09RED_t4_2016,104774,student,,active
09SCI_COMBINED_T4,104774,student,09SCID_t4_2016,active
09VARB_t4_2016,104774,student,,active
GP-09SELD_t4_2016,104774,student,,active
08ENGE_t4_2016,109508,student,,active
08HUM_COMBINED_T4,109508,student,08HUMB_t4_2016,active
08ICTC_t4_2016,109508,student,,active
08ITLC_t4_2016,109508,student,,active
08MATE_t4_2016,109508,student,,active
08REC_t4_2016,109508,student,,active
08SCI_COMBINED_T4,109508,student,08SCIE_t4_2016,active
GP-08SELC_t4_2016,109508,student,,active
11CHE_COMBINED_T4,103349,student,11CHE7B_t4_2016,active
11DRA5A_t4_2016,103349,student,,active
11ENG6D_t4_2016,103349,student,,active
11MAB2A_t4_2016,103349,student,,active
11MHIS4A_t4_2016,103349,student,,active
11PDB_t4_2016,103349,student,,active
11SOR3A_t4_2016,103349,student,,active
09ENGC_t4_2016,104770,student,,active
09HISD_t4_2016,104770,student,,active
09ITLA_t4_2016,104770,student,,active
09MATD_t4_2016,104770,student,,active
09REC_t4_2016,104770,student,,active
09SCI_COMBINED_T4,104770,student,09SCIC_t4_2016,active
09VARB_t4_2016,104770,student,,active
GP-09SELC_t4_2016,104770,student,,active
07DRAD_t4_2016,104268,student,,active
07ENGC_t4_2016,104268,student,,active
07HUMC_t4_2016,104268,student,,active
07JAPD_t4_2016,104268,student,,active
07MATD_t4_2016,104268,student,,active
07RED_t4_2016,104268,student,,active
07SCI_COMBINED_T4,104268,student,07SCIC_t4_2016,active
GP-07SELD_t4_2016,104268,student,,active
08DTFA_t4_2016,105842,student,,active
08ENGC_t4_2016,105842,student,,active
08HUM_COMBINED_T4,105842,student,08HUMA_t4_2016,active
08JAPA_t4_2016,105842,student,,active
08MATE_t4_2016,105842,student,,active
08REA_t4_2016,105842,student,,active
08SCI_COMBINED_T4,105842,student,08SCIC_t4_2016,active
GP-08SELA_t4_2016,105842,student,,active
08DTFA_t4_2016,108169,student,,active
08ENGC_t4_2016,108169,student,,active
08HUM_COMBINED_T4,108169,student,08HUMA_t4_2016,active
08JAPA_t4_2016,108169,student,,active
08MATE_t4_2016,108169,student,,active
08REA_t4_2016,108169,student,,active
08SCI_COMBINED_T4,108169,student,08SCIC_t4_2016,active
GP-08SELA_t4_2016,108169,student,,active
07DAND_t4_2016,108555,student,,active
07ENGC_t4_2016,108555,student,,active
07HUMC_t4_2016,108555,student,,active
07JAPD_t4_2016,108555,student,,active
07MATB_t4_2016,108555,student,,active
07RED_t4_2016,108555,student,,active
07SCI_COMBINED_T4,108555,student,07SCIC_t4_2016,active
GP-07SELD_t4_2016,108555,student,,active
08DTFA_t4_2016,108153,student,,active
08ENGD_t4_2016,108153,student,,active
08HUM_COMBINED_T4,108153,student,08HUMA_t4_2016,active
08JAPA_t4_2016,108153,student,,active
08MATC_t4_2016,108153,student,,active
08REA_t4_2016,108153,student,,active
08SCI_COMBINED_T4,108153,student,08SCID_t4_2016,active
GP-08SELA_t4_2016,108153,student,,active
11ACC_COMBINED_T4,113636,student,11ACC5A_t4_2016,active
11CHE_COMBINED_T4,113636,student,11CHE4A_t4_2016,active
11ENG7E_t4_2016,113636,student,,active
11MAB2A_t4_2016,113636,student,,active
11PDB_t4_2016,113636,student,,active
11PE_COMBINED_T4,113636,student,11PE3A_t4_2016,active
11RAE1B_t4_2016,113636,student,,active
11SIS313C36A_t4_2016,113636,student,,active
07DRAD_t4_2016,108498,student,,active
07ENGD_t4_2016,108498,student,,active
07HUMD_t4_2016,108498,student,,active
07JAPD_t4_2016,108498,student,,active
07MATD_t4_2016,108498,student,,active
07RED_t4_2016,108498,student,,active
07SCI_COMBINED_T4,108498,student,07SCID_t4_2016,active
GP-07SELD_t4_2016,108498,student,,active
11ENG7E_t4_2016,103542,student,,active
11LST_COMBINED_T4,103542,student,11LST4B_t4_2016,active
11MAA2B_t4_2016,103542,student,,active
11MHIS6B_t4_2016,103542,student,,active
11PDA_t4_2016,103542,student,,active
11PE_COMBINED_T4,103542,student,11PE3A_t4_2016,active
11PHY5A_t4_2016,103542,student,,active
